"affected","implementer","year","flow","value"
"Turkey","Republic of Korea","2016","inward",0
"United Kingdom","Republic of Korea","2016","inward",0.0332297853349133
"United States of America","Republic of Korea","2016","inward",0.0379387695522687
"World","Republic of Korea","2016","inward",0.167015755472084
"Argentina","Russia","2016","inward",0.64416994187448
"Australia","Russia","2016","inward",0.261272829374201
"Brazil","Russia","2016","inward",0.898765348695672
"Canada","Russia","2016","inward",0.757064444430142
"China","Russia","2016","inward",0.653120433478109
"France","Russia","2016","inward",0.496305116062858
"Germany","Russia","2016","inward",0.571190831285095
"India","Russia","2016","inward",0.645935976187032
"Indonesia","Russia","2016","inward",0.588060886727124
"Italy","Russia","2016","inward",0.519885849529877
"Japan","Russia","2016","inward",0.862048964835374
"Mexico","Russia","2016","inward",0.712622168039794
"Republic of Korea","Russia","2016","inward",0.752863431887484
"Saudi Arabia","Russia","2016","inward",0.172839271859764
"South Africa","Russia","2016","inward",0.221834322492615
"Turkey","Russia","2016","inward",0.580375763805975
"United Kingdom","Russia","2016","inward",0.618348226741672
"United States of America","Russia","2016","inward",0.656181620247453
"World","Russia","2016","inward",0.586993835694913
"Argentina","Saudi Arabia","2016","inward",0.3841063303683
"Australia","Saudi Arabia","2016","inward",0.609469268096834
"Brazil","Saudi Arabia","2016","inward",0.551456698164856
"Canada","Saudi Arabia","2016","inward",0.369210749577278
"China","Saudi Arabia","2016","inward",0.279593431027509
"France","Saudi Arabia","2016","inward",0.391707377375424
"Germany","Saudi Arabia","2016","inward",0.38842426199784
"India","Saudi Arabia","2016","inward",0.195515570209159
"Indonesia","Saudi Arabia","2016","inward",0.272778736716881
"Italy","Saudi Arabia","2016","inward",0.45092002364039
"Japan","Saudi Arabia","2016","inward",0.652886122339632
"Mexico","Saudi Arabia","2016","inward",0.63296127183175
"Republic of Korea","Saudi Arabia","2016","inward",0.603828673157161
"Russia","Saudi Arabia","2016","inward",0.0680487724494819
"South Africa","Saudi Arabia","2016","inward",0.427139450957622
"Turkey","Saudi Arabia","2016","inward",0.394065866163827
"United Kingdom","Saudi Arabia","2016","inward",0.500597687611306
"United States of America","Saudi Arabia","2016","inward",0.557578400159737
"World","Saudi Arabia","2016","inward",0.418298419629588
"Argentina","South Africa","2016","inward",0.445010784147397
"Australia","South Africa","2016","inward",0.0840068794584102
"Brazil","South Africa","2016","inward",0.260753782591286
"Canada","South Africa","2016","inward",0.108814519484782
"China","South Africa","2016","inward",0.389731731360192
"France","South Africa","2016","inward",0.168962104042057
"Germany","South Africa","2016","inward",0.240926291566951
"India","South Africa","2016","inward",0.453898209329425
"Indonesia","South Africa","2016","inward",0.133406042779589
"Italy","South Africa","2016","inward",0.306638530431255
"Japan","South Africa","2016","inward",0.163778609614273
"Mexico","South Africa","2016","inward",0.225077146570596
"Republic of Korea","South Africa","2016","inward",0.406522511736051
"Russia","South Africa","2016","inward",0.0171170564745842
"Saudi Arabia","South Africa","2016","inward",0.91377010049551
"Turkey","South Africa","2016","inward",0.60345770878634
"United Kingdom","South Africa","2016","inward",0.217426487958145
"United States of America","South Africa","2016","inward",0.151437328116463
"World","South Africa","2016","inward",0.372535089196609
"Argentina","Turkey","2016","inward",0.0609880334247055
"Australia","Turkey","2016","inward",0.00528559035362756
"Brazil","Turkey","2016","inward",0.0251311523763183
"Canada","Turkey","2016","inward",0.102317363479128
"China","Turkey","2016","inward",0.506538730314549
"France","Turkey","2016","inward",0.238541708181475
"Germany","Turkey","2016","inward",0.169123584457711
"India","Turkey","2016","inward",0.298287416888142
"Indonesia","Turkey","2016","inward",0.411718598568359
"Italy","Turkey","2016","inward",0.172943576203263
"Japan","Turkey","2016","inward",0.136554499568246
"Mexico","Turkey","2016","inward",0.600703598288343
"Republic of Korea","Turkey","2016","inward",0.236649584457239
"Russia","Turkey","2016","inward",0.155968129139777
"Saudi Arabia","Turkey","2016","inward",0.145633039249569
"South Africa","Turkey","2016","inward",0.0285480145168197
"United Kingdom","Turkey","2016","inward",0.124687284177531
"United States of America","Turkey","2016","inward",0.255811285972142
"World","Turkey","2016","inward",0.194313021845491
"Argentina","United Kingdom","2016","inward",0.266064765959508
"Australia","United Kingdom","2016","inward",0.632559767541947
"Brazil","United Kingdom","2016","inward",0.43497373494814
"Canada","United Kingdom","2016","inward",0.503503077044018
"China","United Kingdom","2016","inward",0.902901106095543
"France","United Kingdom","2016","inward",0.0866110308005189
"Germany","United Kingdom","2016","inward",0.0594319467120953
"India","United Kingdom","2016","inward",0.410354196181099
"Indonesia","United Kingdom","2016","inward",0.217796177743323
"Italy","United Kingdom","2016","inward",0.0483896396868239
"Japan","United Kingdom","2016","inward",0.315210419988168
"Mexico","United Kingdom","2016","inward",0.177635652284675
"Republic of Korea","United Kingdom","2016","inward",0.404644831601542
"Russia","United Kingdom","2016","inward",0.461717100505078
"Saudi Arabia","United Kingdom","2016","inward",0.791631233294886
"South Africa","United Kingdom","2016","inward",0.355895182661347
"Turkey","United Kingdom","2016","inward",0.353927431546659
"United States of America","United Kingdom","2016","inward",0.45030775717721
"World","United Kingdom","2016","inward",0.254673013481315
"Argentina","United States of America","2016","inward",0.487755264489849
"Australia","United States of America","2016","inward",0.386932753682826
"Brazil","United States of America","2016","inward",0.433118719416027
"Canada","United States of America","2016","inward",0.498913200483272
"China","United States of America","2016","inward",0.623746340772809
"France","United States of America","2016","inward",0.507255780307128
"Germany","United States of America","2016","inward",0.557188751819326
"India","United States of America","2016","inward",0.415435840779057
"Indonesia","United States of America","2016","inward",0.465931778145977
"Italy","United States of America","2016","inward",0.420296405654564
"Japan","United States of America","2016","inward",0.682370969990582
"Mexico","United States of America","2016","inward",0.482014268595025
"Republic of Korea","United States of America","2016","inward",0.695590705098764
"Russia","United States of America","2016","inward",0.659689726144924
"Saudi Arabia","United States of America","2016","inward",0.0437268997719035
"South Africa","United States of America","2016","inward",0.238351397200909
"Turkey","United States of America","2016","inward",0.389665450525832
"United Kingdom","United States of America","2016","inward",0.551630471070867
"World","United States of America","2016","inward",0.510719153189107
"Argentina","World","2016","inward",0.406899086896713
"Australia","World","2016","inward",0.36508525142044
"Brazil","World","2016","inward",0.451569753132928
"Canada","World","2016","inward",0.472629094554302
"China","World","2016","inward",0.452795577747182
"France","World","2016","inward",0.173671622412813
"Germany","World","2016","inward",0.18761822652658
"India","World","2016","inward",0.317592522465661
"Indonesia","World","2016","inward",0.270674480945044
"Italy","World","2016","inward",0.172379579995335
"Japan","World","2016","inward",0.451123629454802
"Mexico","World","2016","inward",0.455305389489338
"Republic of Korea","World","2016","inward",0.530490029401155
"Russia","World","2016","inward",0.369735849737024
"Saudi Arabia","World","2016","inward",0.293101083812068
"South Africa","World","2016","inward",0.335011092678572
"Turkey","World","2016","inward",0.323229846809551
"United Kingdom","World","2016","inward",0.220338859150268
"United States of America","World","2016","inward",0.327403750215382
"World","World","2016","inward",0.317028789824029
"Australia","Argentina","2017","inward",0.860170247571514
"Brazil","Argentina","2017","inward",0.702989570550976
"Canada","Argentina","2017","inward",0.623170418580278
"China","Argentina","2017","inward",0.752773491804184
"France","Argentina","2017","inward",0.765237397773363
"Germany","Argentina","2017","inward",0.696131690033107
"India","Argentina","2017","inward",0.450674220567975
"Indonesia","Argentina","2017","inward",0.54926384534183
"Italy","Argentina","2017","inward",0.745094207896738
"Japan","Argentina","2017","inward",0.742846947593353
"Mexico","Argentina","2017","inward",0.817837419220428
"Republic of Korea","Argentina","2017","inward",0.659923511607241
"Russia","Argentina","2017","inward",0.253670668358655
"South Africa","Argentina","2017","inward",0.494510064422265
"Turkey","Argentina","2017","inward",0.443113256290113
"United Kingdom","Argentina","2017","inward",0.54918735539729
"United States of America","Argentina","2017","inward",0.656337286102473
"World","Argentina","2017","inward",0.664518796216536
"Argentina","Australia","2017","inward",0.353819866155421
"Brazil","Australia","2017","inward",0.171273070312286
"Canada","Australia","2017","inward",0.124718572066553
"China","Australia","2017","inward",0.0806750109860422
"France","Australia","2017","inward",0.057573681575481
"Germany","Australia","2017","inward",0.0412228559750833
"India","Australia","2017","inward",0.166260357643852
"Indonesia","Australia","2017","inward",0.054530580920095
"Italy","Australia","2017","inward",0.108370731197741
"Japan","Australia","2017","inward",0.0678712262745095
"Mexico","Australia","2017","inward",0.0795921783738857
"Republic of Korea","Australia","2017","inward",0.136550294117142
"Russia","Australia","2017","inward",0.0693178052300122
"Saudi Arabia","Australia","2017","inward",4.36746382594034e-05
"South Africa","Australia","2017","inward",0.0626026795025699
"Turkey","Australia","2017","inward",0.211524089575932
"United Kingdom","Australia","2017","inward",0.0566344376702561
"United States of America","Australia","2017","inward",0.0498297926465485
"World","Australia","2017","inward",0.0789045697627795
"Argentina","Brazil","2017","inward",0.548971112090954
"Australia","Brazil","2017","inward",0.0471400855793635
"Canada","Brazil","2017","inward",0.288757021329494
"China","Brazil","2017","inward",0.662495372026019
"France","Brazil","2017","inward",0.735583402010633
"Germany","Brazil","2017","inward",0.708598490662488
"India","Brazil","2017","inward",0.27811846329803
"Indonesia","Brazil","2017","inward",0.578230746143345
"Italy","Brazil","2017","inward",0.642175596792451
"Japan","Brazil","2017","inward",0.71858922706829
"Mexico","Brazil","2017","inward",0.689825116078607
"Republic of Korea","Brazil","2017","inward",0.570631803602014
"Russia","Brazil","2017","inward",0.0277500568131185
"Saudi Arabia","Brazil","2017","inward",0.924616319356759
"South Africa","Brazil","2017","inward",0.218601491816283
"Turkey","Brazil","2017","inward",0.372648267697491
"United Kingdom","Brazil","2017","inward",0.56035500030906
"United States of America","Brazil","2017","inward",0.566149023714141
"World","Brazil","2017","inward",0.567799753954262
"Argentina","Canada","2017","inward",0.163846930362736
"Australia","Canada","2017","inward",0.315626459927853
"Brazil","Canada","2017","inward",0.165162396613275
"China","Canada","2017","inward",0.191886492345432
"France","Canada","2017","inward",0.425042479131826
"Germany","Canada","2017","inward",0.423600920218376
"India","Canada","2017","inward",0.121250768353077
"Indonesia","Canada","2017","inward",0.101633438382006
"Italy","Canada","2017","inward",0.28635023294008
"Japan","Canada","2017","inward",0.531824365457924
"Mexico","Canada","2017","inward",0.448390700437966
"Republic of Korea","Canada","2017","inward",0.512215055284826
"Russia","Canada","2017","inward",0.79547380275157
